label,created_at,full_text,lang,user_name
AI/ML,Thu Nov 21 03:01:01 +0000 2019,Did you know that we employ 2700+ clinicians who improve people’s lives in #healthcare and #lifesciences using #AI. https://t.co/8RIu0r2ac7 https://t.co/fypxFBZabH,en,Cognizant
Irrelevant,Thu Nov 21 01:00:09 +0000 2019,Improve the customer experience with #softwareengineering — read Cognizant Softvision's @aangelani ’s post now. @SOFTVISION_USA https://t.co/LdbAkcLw3m https://t.co/1TM5TJO7a1,en,Cognizant
Irrelevant,Thu Nov 21 00:10:10 +0000 2019,Proud to #BeCognizant! @forrester named us a Leader in their #AI Consultancies Wave. #Innovation https://t.co/EfTdDZxiQl https://t.co/lTEZLsdrE6,en,Cognizant
DT,Wed Nov 20 22:40:13 +0000 2019,We’re working with #payment leaders to use #blockchain to improve B2B payments. Read more in our new Cognizanti journal. #digital @DiscoverGlobal  https://t.co/xamBR78cRB https://t.co/TZHu9UkymM,en,Cognizant
Irrelevant,Wed Nov 20 21:00:31 +0000 2019,Only 15% of marketers believe their business has great online experiences — read our report with @Econsultancy. #interactive https://t.co/mYD43DfSEN https://t.co/7dH26qO80k,en,Cognizant
Irrelevant,Wed Nov 20 20:31:36 +0000 2019,"Our CEO Brian Humphries shares insights about how we’re helping clients from @MetLife to @GeisingerHealth  succeed with digital by embracing blockchain, #AI and #data. Read more. #healthcare #insurance https://t.co/HAFugQwr1I",en,Cognizant
Irrelevant,Wed Nov 20 20:06:04 +0000 2019,See how an industrial #manufacturer is driving value across their global factory operations using #IIoT. https://t.co/82AQbiwCRw https://t.co/n1lmltufco,en,Cognizant
Irrelevant,Wed Nov 20 19:01:36 +0000 2019,Explore opportunities for building innovation and impact with #IoT — learn more now! https://t.co/FGXzwP9uYW https://t.co/K6r6WEuFMn,en,Cognizant
Irrelevant,Wed Nov 20 17:00:30 +0000 2019,Turn business processes into #AR-ized immersive journeys — read our report to learn more. #cloud https://t.co/tyE0BMDrV7 https://t.co/nJDbEMGuh7,en,Cognizant
Irrelevant,Wed Nov 20 15:00:17 +0000 2019,Here are 6 areas of business you can improve to get create better #CX — read our report with @Econsultancy now. #interactive https://t.co/xqGkVGfJt8 https://t.co/nj5mkQqmjw,en,Cognizant
Irrelevant,Wed Nov 20 14:46:51 +0000 2019,What’s ahead for #fintech and quantum computing in 2020? Narayan Ayer makes his predictions via @BIAUS #AI https://t.co/OnC2oagCyZ https://t.co/vt3OhIEl1x,en,Cognizant
DT,Wed Nov 20 14:00:18 +0000 2019,Create seamless customer experiences by automating regulatory compliance. Connect with us at Dreamforce Booth 618 and 431. #DF19 https://t.co/rFlsHwlVwU https://t.co/R5S3Zzhttm,en,Cognizant
Irrelevant,Wed Nov 20 12:00:16 +0000 2019,"We’re 100,000 women strong at Cognizant! 🎂 #BeCognizant https://t.co/mKq1SJzULJ",en,Cognizant
Irrelevant,Wed Nov 20 07:00:09 +0000 2019,60% of 2.5K orgs we surveyed get ROI from #data — see how much in our new report. #AI #IoT #cloud #softwareengineering https://t.co/loZOiZ7rSo https://t.co/hoJeKSfulm,en,Cognizant
Irrelevant,Wed Nov 20 03:21:47 +0000 2019,See a 60% increase in inspection time and a 40% decrease in assessment costs with Cognizant Property Insights. #PaaS #insurance https://t.co/H2K4jyQhK9 https://t.co/FaOIox7jPK,en,Cognizant
Irrelevant,Wed Nov 20 01:05:11 +0000 2019,We saved the #tax industry millions in unnecessary spend — read Cognizant Softvision's case study to learn more. @SOFTVISION_USA #softwareengineering https://t.co/gwWl1aTC8x https://t.co/AleLkrZXKd,en,Cognizant
Irrelevant,Wed Nov 20 00:00:14 +0000 2019,We’re named the #RPA Turnaround Specialist by Forrester— see how we use #automation to reduce costs by 30%. @forrester https://t.co/0J5x5BCeHT https://t.co/fvaZMQWFeV,en,Cognizant
Irrelevant,Tue Nov 19 22:00:09 +0000 2019,"Developers, how can you acquire empathy? Start by listening. Read Cognizant Softvision’s guide today. @SOFTVISION_USA #softwareengineering https://t.co/UchI5N1Rc5 https://t.co/Fe0yQMiSWG",en,Cognizant
AI/ML,Tue Nov 19 21:30:07 +0000 2019,Reduce employee turn-over with #AI — read more in our report. https://t.co/oDRieofkik https://t.co/7s6jSlpgGw,en,Cognizant
Irrelevant,Tue Nov 19 20:05:16 +0000 2019,Outcome Engineering happened because of our people — hear how our experts at @SOFTVISION_USA  made it possible. #agile https://t.co/gqhnSiivmF #digitalinnovation https://t.co/NmtwclEGGW,en,Cognizant
Irrelevant,Tue Nov 19 17:30:39 +0000 2019,Celebrating #InternationalMensDay in the Philippines with a serving of a Filipino breakfast favorite — taho. #BeCognizant https://t.co/IhlCuBMVBZ,en,Cognizant
Irrelevant,Tue Nov 19 17:00:08 +0000 2019,Replenish the talent pool — see how enterprises are looking to digitally upskill their #education methods. #FutureOfWork https://t.co/GUsBjYnXSV https://t.co/gUzbrNH753,en,Cognizant
DT,Tue Nov 19 16:58:07 +0000 2019,"It’s not just about technology with #data modernization, but also mind-shift and paradigm changes — learn more now. #AI https://t.co/CWbUqpV7ng https://t.co/8XHeuYquKR",en,Cognizant
Irrelevant,Tue Nov 19 14:43:53 +0000 2019,The Cognizant U.S. Foundation is partnering with @Walmartorg and @Microsoft to give $3 million in grants to https://t.co/BpJOpx2ZC3—increasing inclusion in the #technology sector @CognizantFdn @CodePathDotOrg #STEM https://t.co/00eK5XlO73 https://t.co/kswefpFDJJ,en,Cognizant
DT,Tue Nov 19 14:00:12 +0000 2019,"By 2020, 40% of tech spending will go to #digitaltransformation. Read more by Cognizant Softvision now!  @SOFTVISION_USA  #agile https://t.co/X7RjrScN7P https://t.co/uyOoLLkYLx",en,Cognizant
DT,Tue Nov 19 13:00:07 +0000 2019,Companies have saved $1.5M by modernizing their legacy IT. We’ll show you how at Dreamforce at booths: 618 and 431. #DF19 #cloud https://t.co/pzi0oBjCRK https://t.co/x2qPj22gwN,en,Cognizant
Irrelevant,Tue Nov 19 12:00:10 +0000 2019,"We're prepared for the #futureofwork. Are you? 💼 #BeCognizant 
Join our team! https://t.co/iRtZ8SNce9 https://t.co/g4uWRUPsnK",en,Cognizant
Irrelevant,Tue Nov 19 02:00:06 +0000 2019,Cognizant futurists debate platform impact on productivity. More from @robthbrown at Dreamforce. #DF19 https://t.co/9rhLuf9zhx https://t.co/jwWqw5rOov,en,Cognizant
DT,Tue Nov 19 01:00:24 +0000 2019,Global orgs get to market 80% faster using #AWS #cloud. We’ll show you how at #reInvent at Booth 1223. https://t.co/YUFzbhMGtf https://t.co/7lkKaZOvm3,en,Cognizant
Irrelevant,Tue Nov 19 00:00:14 +0000 2019,"To make the #IoT deliver the benefits you expect from it, here are 5 essentials your implementation must have. https://t.co/F0JSa4N6pg #data https://t.co/39DZWhNMRA",en,Cognizant
Irrelevant,Mon Nov 18 22:10:13 +0000 2019,Take the right step with #cloud — understand the patterns that drive digital needs with our 21 case studies. https://t.co/FDasTGcpL5 https://t.co/6IEA23muM5,en,Cognizant
DT,Mon Nov 18 21:00:11 +0000 2019,Cut the waste from your legacy IT to improve revenue by 50%—while improving productivity 30%. More about revolutionizing industrial waste collection at Dreamforce #DF19 https://t.co/0Rqs4X7LgP https://t.co/wenS7J9Mmn,en,Cognizant
Irrelevant,Mon Nov 18 17:06:04 +0000 2019,A company’s longevity can be threatened if it doesn’t change — @neeshahathi from @CharlesSchwab shares #digital insights on #finance in new report. https://t.co/KsrQ0xw3YZ https://t.co/3ZuMvzoa1y,en,Cognizant
Irrelevant,Mon Nov 18 16:26:03 +0000 2019,RT @CognizantFdn: Discussing how Chicago can develop systems and policies that support lifelong learning to ensure workers can thrive in th…,en,Cognizant
DT,Mon Nov 18 16:01:11 +0000 2019,Reduce data center costs by 50%. We’ll show you how to use #AWS #cloud to do it at #reInvent at Booth #1223 https://t.co/HlUq8BgC5N https://t.co/xXWqxJtw6V,en,Cognizant
Irrelevant,Mon Nov 18 15:44:15 +0000 2019,The Cognizant U.S. Foundation announced a $1.25 million grant to The Aspen Institute's Future of Work Initiative—advancing continuous learning systems for today’s and tomorrow’s #technology workers @AspenFutureWork @CognizantFdn https://t.co/rXuIeX9Vex https://t.co/ojvLDC1EqT https://t.co/x7DL4J4mV8,en,Cognizant
AI/ML,Mon Nov 18 15:10:22 +0000 2019,"At a #finance company, fraud detection is 25% more accurate as a result of the real-time algorithms our teams created. #AI https://t.co/daUjNKPXXG https://t.co/h5Ol3BHE0a",en,Cognizant
Irrelevant,Mon Nov 18 14:10:06 +0000 2019,"Commit to simplifying the human experience with #healthcare overall – don’t simplify #tech or process for the sake of it, says @JalilJeff  #Automation https://t.co/lqyyJQlsgy https://t.co/1AZ2z5qzpJ",en,Cognizant
Irrelevant,Mon Nov 18 13:00:10 +0000 2019,Marketers rate their #CX from good to bad — read more in our report with @Econsultancy . #interactive https://t.co/KSpR2YMbNX https://t.co/NVR4RfxBlf,en,Cognizant
Irrelevant,Mon Nov 18 12:00:27 +0000 2019,Here's how the Cognizant Softvision team is upskilling for the #FutureOfWork. @SOFTVISION_USA #GreatPlace2Work https://t.co/Eg2cQEqF5p,en,Cognizant
DT,Mon Nov 18 08:00:09 +0000 2019,Create hyper-personalized #digital experiences to unlock entirely new ways to engage customers. #LeadingInDigital https://t.co/J7nAWOv59f https://t.co/UU6yAqgdBQ,en,Cognizant
Irrelevant,Mon Nov 18 05:01:28 +0000 2019,Cognizant futurists debate platform impact on productivity. More from @PaulRoehrig at Dreamforce. #DF19 https://t.co/KU8bVUVzG4 https://t.co/3kbqAvUn0j,en,Cognizant
DT,Mon Nov 18 03:05:20 +0000 2019,Manulife decreased customer requests by 15% with a #cloud-based portal. Learn how we helped at Dreamforce session. @Manulife #DF19 https://t.co/mWITax8PLs https://t.co/gN64xh6NmI,en,Cognizant
AI/ML,Mon Nov 18 02:01:43 +0000 2019,It’s time to move from advanced model building to creativity using Evolutionary #AI. Check out our video to learn more. https://t.co/5iE3djlg2Z https://t.co/nnmgz8LTTU,en,Cognizant
Irrelevant,Sun Nov 17 21:15:29 +0000 2019,Rosario has made the grade to reach her goal of becoming a Full Stack #Developer at Cognizant. https://t.co/fyHYlhWLsH https://t.co/Mho338SiXQ,en,Cognizant
Irrelevant,Sun Nov 17 19:05:08 +0000 2019,See why Forrester names us the #RPA Turnaround Specialist! @forrester #automation https://t.co/5XXaYFGNtw https://t.co/8Juhg0IpH5,en,Cognizant
Irrelevant,Sun Nov 17 17:00:10 +0000 2019,Accelerate your lightning transformation journey at our Dreamforce session. #DF19 https://t.co/2D3s3Wuqum https://t.co/qIb60iLaTm,en,Cognizant
DT,Sun Nov 17 15:16:00 +0000 2019,Our medical device #manufacturing client built build  #IoT solution that compressed development cycles by 15%. https://t.co/iS16dLLB0Z https://t.co/3D3G8mbGlM,en,Cognizant
Irrelevant,Sun Nov 17 12:00:24 +0000 2019,We're committed to #diversity. Here's a look at what one of our own has to say about their journey. #BeCognizant https://t.co/czZBn9eame https://t.co/6ElHmbaHrX,en,Cognizant
Irrelevant,Sun Nov 17 09:00:25 +0000 2019,“The route to beating the robots is being a better human being.” @BenjaminPring talks #automation in @OECD’s podcast. #FutureOfWork https://t.co/INZxBE2lyt https://t.co/sheZt57Pcg,en,Cognizant
Irrelevant,Sun Nov 17 05:00:06 +0000 2019,A cyber-physical system is upon us — read our report on the future of robotic landscapes. #AI  https://t.co/v12oCCDeIo https://t.co/gVUgCXFZ51,en,Cognizant
Irrelevant,Sun Nov 17 04:00:22 +0000 2019,"With 69% of IT being #cloud-based in the next 18 months, you need start today to catch up to the others getting value out of the cloud. Talk to us how at #reInvent https://t.co/c1EmhasNmz https://t.co/JByiXgKQbi",en,Cognizant
Irrelevant,Sun Nov 17 02:01:49 +0000 2019,Cognizant is committed to diversity. Here's a look at what one of our own has to say about their journey. #GreatPlace2Work https://t.co/IbF4tr3oMC https://t.co/W3WGs64aGO,en,Cognizant
AI/ML,Sun Nov 17 00:55:07 +0000 2019,Our #security report emphasizes the growing need for #AI to relieve complex solutions. Read now: https://t.co/jwi8NxHZ1Y https://t.co/x3ZngxlG5q,en,Cognizant
AI/ML,Sat Nov 16 22:00:08 +0000 2019,Embrace a human centric strategy — see how #AI has grown and is ready for business. https://t.co/0fjvJ2xev7 https://t.co/ewSszNtufe,en,Cognizant
"AI/ML, DT",Sat Nov 16 18:46:18 +0000 2019,"💡Have you started upskilling — reskilling in artificial intelligence? 

https://t.co/W9k7cqwXCN

#ai #futureofwork",en,Cognizant
DT,Sat Nov 16 17:00:06 +0000 2019,See how you can reduce costs by 40% by using #Data Modernization in #retail — read now. https://t.co/S54eTDsO5R https://t.co/hEBW4HubLW,en,Cognizant
Irrelevant,Sat Nov 16 15:15:22 +0000 2019,"""Life at Cognizant has been key in advancing my skills, networking and professional development in the ever growing technology world."" Andrew Horn, Business Systems Analyst. https://t.co/IvEPHll1D0 https://t.co/kNTeaSSd5z",en,Cognizant
DT,Sat Nov 16 14:00:06 +0000 2019,Our #IoT solution helps the #manufacturing industry reduce production time by up to 50% — read now. https://t.co/xcryWnYB6h,en,Cognizant
AI/ML,Sat Nov 16 12:02:05 +0000 2019,Evolutionary #AI augments and improves decision making in a very principled data-driven manner. Watch our video now. https://t.co/8uOjDTdnzB https://t.co/qaufCnZ61L,en,Cognizant
Irrelevant,Sat Nov 16 08:05:23 +0000 2019,Here's everything you need to know about the #FutureOfWork but were too afraid to ask. #LeadingInDigital https://t.co/g06aL9uHvw https://t.co/3HbF9wTTGb,en,Cognizant
Irrelevant,Sat Nov 16 05:35:17 +0000 2019,Do you want to shorten the overall time to market? Hire #digital natives says Suresh Bethavandu via @gadgetsnow https://t.co/brezq4Mrnd https://t.co/DTItV3PsCE,en,Cognizant
Irrelevant,Sat Nov 16 01:00:09 +0000 2019,Increase trust between insurers and customers — see how #automation can help. #healthcare https://t.co/erNUYpTt2e https://t.co/Bn78uY7RBr,en,Cognizant
Irrelevant,Fri Nov 15 21:00:32 +0000 2019,Reduce design-to-market times by 20% to 50% with #IoT. Download our guide now to learn more! https://t.co/c3hGqjrNOG #SupplyChain https://t.co/Cngn5rLc6W,en,Cognizant
DT,Fri Nov 15 19:01:12 +0000 2019,81% of companies are driving ROI from #digital using #cloud — see how you can too! https://t.co/kNnCX6JSez https://t.co/1fhNJo6LEy,en,Cognizant
DT,Fri Nov 15 15:11:00 +0000 2019,An #energy client saves $1M annually per oil rig due to our predictive #AI offering. https://t.co/MS8157Y2tk https://t.co/0fPYHD3tPd,en,Cognizant
Irrelevant,Fri Nov 15 14:00:47 +0000 2019,Improve threat detection and investigations by 50% with our Cyber Threat Defense platform — watch to learn more. #security https://t.co/gvIak3xv4d https://t.co/b2F8mTjBol,en,Cognizant
DT,Fri Nov 15 13:05:37 +0000 2019,Manulife decreased customer requests by 15% with a #cloud-based portal. Learn how we helped at Dreamforce session. @Manulife #DF19 https://t.co/HfEymkiOqZ https://t.co/n5pqbciMRi,en,Cognizant
Irrelevant,Fri Nov 15 12:00:10 +0000 2019,Here's how we celebrated Diwali around the world. 🎇🎆 #BeCognizant #FlashbackFriday https://t.co/BjQhopTZha,en,Cognizant
Irrelevant,Fri Nov 15 11:00:08 +0000 2019,"""From I to We"" — Cognizant Outreach is honored to be one of #Self4Society's most committed volunteer partners. #BeCognizant #GreatPlace2Work https://t.co/e0zO8b53Ld https://t.co/cQIrTzcpTy",en,Cognizant
Irrelevant,Fri Nov 15 08:20:21 +0000 2019,Here's a look at why Cognizant is a perfect fit for new college graduates looking for a career in a very diverse environment. #inclusion https://t.co/pZwIwJ7jzX https://t.co/WkrGbypUwk,en,Cognizant
Irrelevant,Fri Nov 15 02:01:51 +0000 2019,Here's how the Cognizant Softvision team is upskilling for the #FutureOfWork. @SOFTVISION_USA #GreatPlace2Work https://t.co/Vdz7AHkxe9,en,Cognizant
DT,Fri Nov 15 00:00:09 +0000 2019,Cloud enablement = top-line growth + streamlined costs. More about this success formula at our Dreamforce session. #DF19 https://t.co/GBRTKOhzgx https://t.co/CgFDIrnK5f,en,Cognizant
AI/ML,Thu Nov 14 22:00:07 +0000 2019,Experts and clients share experimental #artificialintelligence and blockchain stories in our Cognizanti Journal — check it out. https://t.co/GFOYT4CL5h https://t.co/LLsjXtegOV,en,Cognizant
Irrelevant,Thu Nov 14 21:11:00 +0000 2019,"The average car today has more than 100 sensors to manage safety, reliability and comfort —  the future promises more innovation for less work. https://t.co/gXxmZlC4Hm #IoT https://t.co/BML0Xm1uju",en,Cognizant
AI/ML,Thu Nov 14 19:00:09 +0000 2019,Invest in #AI and cut food waste by 54%! See how technology will feed the future in our report. https://t.co/LR5u9rOxvE #FutureOfWork https://t.co/LaolGxicgq,en,Cognizant
"AI/ML, DT",Thu Nov 14 17:00:05 +0000 2019,We helped the #healthcare industry use #AI to identify drug-seeking behavior. See the results now. https://t.co/EXnuFE17K8 https://t.co/e1z74IYuIW,en,Cognizant
Irrelevant,Thu Nov 14 16:15:22 +0000 2019,"In the #FutureOfWork, a new frontier of the future of work based on an exaFLOP of power is dawning. #AI https://t.co/3T9l93wK3t https://t.co/2Y0AfFerw9",en,Cognizant
Irrelevant,Thu Nov 14 14:00:15 +0000 2019,Big news! We’re a Leader in digital services in @EverestGroup ’s #PEAKMatrix for #lifesciences — check it out. #AI https://t.co/l3oZq8L27e https://t.co/STLCGJP7cE,en,Cognizant
Irrelevant,Thu Nov 14 13:10:23 +0000 2019,"100,000 women strong at Cognizant ! 🎂 #BeCognizant https://t.co/KbsEUXmdzZ",en,Cognizant
Irrelevant,Thu Nov 14 12:00:11 +0000 2019,If tech doesn’t influence 30% of your revenue you’re falling behind. [DIGITAL REPORT] #AI #IoT #cloud #softwareengineering https://t.co/U0HZaVn9we https://t.co/92p0GieTaq,en,Cognizant
Irrelevant,Thu Nov 14 11:04:09 +0000 2019,RT @CognizantNews: New @EverestGroup Report Names Cognizant a Leader in #Software Product Engineering https://t.co/uN3SVPpkis #digital http…,en,Cognizant
Irrelevant,Thu Nov 14 09:00:07 +0000 2019,Work's changing — uncover the trends that'll help your organization thrive. #LeadingInDigital #FutureOfWork https://t.co/y09B3QKkLj https://t.co/9LEHuJLRmm,en,Cognizant
AI/ML,Thu Nov 14 02:01:03 +0000 2019,It’s time to move from advanced model building to creativity using Evolutionary #AI. Check out our video to learn more. https://t.co/IA5hViRRD7 https://t.co/gtO9EQgbMA,en,Cognizant
Irrelevant,Thu Nov 14 01:00:07 +0000 2019,"It’s about the customer’s expectations, not yours — read our article in @Adweek to learn how to structure your organization to support your customers. #interactive #CX https://t.co/htyW7W8goX https://t.co/GsDfcN7DSl",en,Cognizant
Irrelevant,Thu Nov 14 00:00:08 +0000 2019,We’ve been named as a Leader in The Forrester Wave for #RPA Robotic Services Wave. Ask us how we use #automation to reduce costs by 30% @forrester https://t.co/0pRlB6Pnba https://t.co/Lb7pGOsHvG,en,Cognizant
Irrelevant,Wed Nov 13 21:06:07 +0000 2019,"Your customers demand data-driven, personalized experiences. Deliver those—and increase sales, expand your markets and grow your customer base with our #customerserviceoffering. https://t.co/ztXkiGbwSl https://t.co/9QHhxReoqU",en,Cognizant
DT,Wed Nov 13 20:00:12 +0000 2019,Cut the waste from your legacy IT to improve revenue by 50%—while improving productivity 30%. More about revolutionizing industrial waste collection at Dreamforce #DF19 https://t.co/9uzh4KgQEG https://t.co/ouRyh5sGo9,en,Cognizant
Irrelevant,Wed Nov 13 19:01:26 +0000 2019,Consumers crave easy access to information — read our report with @Econsultancy to become future-proof. #data #interactive https://t.co/6cojKn8Bux https://t.co/r2My01o6Ax,en,Cognizant
Irrelevant,Wed Nov 13 17:00:13 +0000 2019,Technology informs design and design enables #technology — read Cognizant Softvision's @aangelani ’s post now. @SOFTVISION_USA  https://t.co/wLIZY8dfVO https://t.co/KMcc8bmjV0,en,Cognizant
Irrelevant,Wed Nov 13 16:10:08 +0000 2019,"Low- to no-code apps are democratizing how enterprise systems are built, deployed and extended. #FutureOfWork #softwareengineering https://t.co/Ot6Yc89daJ https://t.co/S2Hh4HVrCU",en,Cognizant
Irrelevant,Wed Nov 13 15:10:06 +0000 2019,See how we eliminate shop floor production waste in the #manufacturing with #IoT. https://t.co/YQjsskhObG https://t.co/A02bpNSQTG,en,Cognizant
Irrelevant,Wed Nov 13 14:56:04 +0000 2019,"The story of Cognizant will be the return to growth, says CEO Brian Humphries via @forbes_india #digital https://t.co/4F57ohP1el https://t.co/sgVHzCcLe5",en,Cognizant
Irrelevant,Wed Nov 13 14:55:59 +0000 2019,"Thank you, everyone for participating! This is our office space at Embasssy Quadron Hinjewadi Phase 2 , Pune.",en,Cognizant
AI/ML,Wed Nov 13 14:00:32 +0000 2019,Over 75% of financial services execs expect to gain major or significant benefits from #AI via @Forbes by @GilPress https://t.co/nfsbT7sO4k https://t.co/mTUiRtgNPH,en,Cognizant
Irrelevant,Wed Nov 13 12:00:56 +0000 2019,Our Kindness Crew and Feed My Starving Children  — packing scientifically formulated meals for undernourished children in #Arizona. Happy #WorldKindnessDay! 🙌 #BeCognizant https://t.co/vQJErip2Ar,en,Cognizant
Irrelevant,Wed Nov 13 11:20:07 +0000 2019,The human-machine alliance will have a profound impact on how traditional #marketing models will evolve says @mbahl via @marketersinasia #AI #FutureOfWork https://t.co/LXc6aJ8z1H https://t.co/XF0rznHOKz,en,Cognizant
AI/ML,Wed Nov 13 08:50:48 +0000 2019,Here are the 3 key steps of succeeding with #AI. #LeadinginDigital https://t.co/eaPhXAJmqm https://t.co/GZCJMgew1b,en,Cognizant
AI/ML,Wed Nov 13 01:00:22 +0000 2019,When #finance builds the right #AI offerings fintech start-ups become potential partners for product innovation and #CX transformation. We have the blueprints. https://t.co/AQeRlNgwCg https://t.co/e7Pzh5s1nZ,en,Cognizant
Irrelevant,Wed Nov 13 00:05:08 +0000 2019,Thrilled to be awarded the @Microsoft 2019 US Partner for Intelligent Cloud - Internet of Things. #IoT https://t.co/mZsSVwhQWv https://t.co/bqBior7srf,en,Cognizant
DT,Tue Nov 12 21:05:08 +0000 2019,Embrace #IoT to see a 20% increase in productivity. Read our 5 essentials guide now! https://t.co/s4BmVfa5Em #SupplyChain https://t.co/Uo9ecSzEL9,en,Cognizant
DT,Tue Nov 12 19:00:06 +0000 2019,Deliver 40% faster using #data modernization—and stay ahead the competition and shifting markets. Talk to us about how at #reInvent. #cloud https://t.co/WEiiRRdX3U https://t.co/7Fc5DxRnBk,en,Cognizant
Irrelevant,Tue Nov 12 17:00:13 +0000 2019,We saved the #tax industry millions in unnecessary spend — read Cognizant Softvision's case study to learn more. @SOFTVISION_USA #softwareengineering https://t.co/x12muxOrEe https://t.co/NrIYy2qXdi,en,Cognizant
DT,Tue Nov 12 15:00:22 +0000 2019,Create seamless customer experiences by automating regulatory compliance. Connect with us at Dreamforce Booth #618 and #431 #DF19 https://t.co/vc1ami8iFo https://t.co/uKVVDy3Oy4,en,Cognizant
DT,Tue Nov 12 14:05:06 +0000 2019,Discover how to future-proof your modernization journey — by leveraging the full potential of #AWS #cloud. @Rajarengan #reInvent https://t.co/iNE6oHSrlc https://t.co/wp3TaMuoon,en,Cognizant
DT,Tue Nov 12 13:01:33 +0000 2019,If these walls could talk — see how we use #IoT to bring buildings to life. https://t.co/LRwj04UJW1 https://t.co/eo2oBcR11U,en,Cognizant
Irrelevant,Tue Nov 12 12:00:09 +0000 2019,An office with a view — can you guess where this is located? 🤔 #BeCognizant https://t.co/ev8dnumdpl,en,Cognizant
Irrelevant,Tue Nov 12 08:13:32 +0000 2019,"Building a brand that people love requires more than a good product, service or price — It’s about creating relationships built on needs, not just wants. #CX #LeadingInDigital https://t.co/mYS4PR99qv https://t.co/zKMuHbWOHt",en,Cognizant
Irrelevant,Tue Nov 12 07:35:30 +0000 2019,"In honor of #VeteransDay, we’re telling 4 associates’ stories in support of their journey and bravery. #BeCognizant #inclusion https://t.co/lSftW77OND",en,Cognizant
Irrelevant,Tue Nov 12 02:00:44 +0000 2019,What happens when technologists and designers collaborate on Outcome Engineering? Product success is just the start – see why. @SOFTVISION_USA #DigitalInnovation https://t.co/M5peFPybW4,en,Cognizant
Irrelevant,Tue Nov 12 00:10:05 +0000 2019,Onward and upward — we’ve been recognized as a leader in #Data Modernization by @Microsoft. https://t.co/qieVoNQLJp https://t.co/Xg0sF8GCwW,en,Cognizant
DT,Mon Nov 11 21:00:21 +0000 2019,"By connecting F&amp;A systems and standardizing processes, we helped one #lifesciences client turn balancing the books into a business value generator with our #finance #BPaaS https://t.co/Lypq7mckjs https://t.co/dkB7mY2K9R",en,Cognizant
Irrelevant,Mon Nov 11 17:00:15 +0000 2019,Digital Engineering 101 — technology and design become one. Check out Cognizant Softvision's guide today. @SOFTVISION_USA #softwareengineering https://t.co/llOOh7OOGz https://t.co/fEdG2T8eiU,en,Cognizant
DT,Mon Nov 11 16:52:38 +0000 2019,Companies have saved $1.5M by modernizing their legacy IT. We’ll show you how at Dreamforce at booths: 618 and 431. #DF19 #cloud https://t.co/aOamVSN4HP https://t.co/nBMezcfzxm,en,Cognizant
DT,Mon Nov 11 16:00:07 +0000 2019,"To meet growing #security needs, more organizations are turning to #cloud solutions. Read the report now. https://t.co/ScgjFEwq7T https://t.co/m2bESl6TOT",en,Cognizant
DT,Mon Nov 11 15:05:05 +0000 2019,A vending machine can ensure customers can always quench their thirst with #IoT — read the story now! #CPG https://t.co/isNWQ8mplR https://t.co/LEB6vxiPBQ,en,Cognizant
DT,Mon Nov 11 14:00:15 +0000 2019,Learn how to engineer a successful digital strategy by Cognizant Softvision — check it out now. @SOFTVISION_USA #agile https://t.co/QYpATy0JIF https://t.co/I3pGqAmfFY,en,Cognizant
Irrelevant,Mon Nov 11 13:00:23 +0000 2019,"In honor of #VeteransDay, we’re telling 4 associates’ stories in support of their journey and bravery. #BeCognizant #inclusion https://t.co/NhPddcKCty",en,Cognizant
Irrelevant,Mon Nov 11 12:03:03 +0000 2019,"Here's how Software Engineer, Rosario Amairani Riviera, started her career at Cognizant. #GreatPlace2Work https://t.co/s0IWmkbuNh https://t.co/tbHdAYHmX3",en,Cognizant
Irrelevant,Mon Nov 11 03:00:47 +0000 2019,"In honor of #VeteransDay, we’re telling 4 associates’ stories in support of their journey and bravery. #BeCognizant #inclusion https://t.co/I1v6fMSujN",en,Cognizant
DT,Sun Nov 10 22:00:08 +0000 2019,Accelerate your lightning transformation journey at our Dreamforce session. #DF19 https://t.co/lYUHQTTVgA https://t.co/eFU4njc5ai,en,Cognizant
AI/ML,Sun Nov 10 17:30:05 +0000 2019,Did you know that we employ 2700+ clinicians who improve people’s lives in #healthcare and #lifesciences using #AI. https://t.co/Ng8gLKGeDW https://t.co/8KrWGd4b73,en,Cognizant
AI/ML,Sun Nov 10 16:10:07 +0000 2019,#AI and society's future rests on the rise of the qubit. #FutureOfWork  https://t.co/isZ0xXaOVT https://t.co/9LRyQYeSCB,en,Cognizant
AI/ML,Sun Nov 10 14:00:51 +0000 2019,#AI will drive 85% of customer interactions by 2020. We’ll show you how disruptive next-gen tech improves the customer experience to ensure readiness for tomorrow at #reInvent https://t.co/dgyLjFZTGt https://t.co/HpdOCb8LXJ,en,Cognizant
AI/ML,Sun Nov 10 12:30:42 +0000 2019,Evolutionary #AI helps you minimize cost and maximize revenue. Check out our video to see how. https://t.co/Fv3HvEMDhX https://t.co/DT0Cwzsq8O,en,Cognizant
DT,Sun Nov 10 05:30:07 +0000 2019,Redesign primary care with #data — see how #healthcare embraces #digital to improve experiences. https://t.co/NCof6qCdrI https://t.co/mqUNMGcuRk,en,Cognizant
AI/ML,Sun Nov 10 04:30:20 +0000 2019,"Data scientists, are you for #AI? Read our post to find out where you stand. #data https://t.co/eUY6stv1O1 https://t.co/jmmT5mPEqK",en,Cognizant
