label,created_at,full_text,lang,user_name
IRRELEVANT,Wed Aug 14 10:04:45 +0000 2019,@Fitzgerald_JM Thanks for sharing!,en,Accenture
IRRELEVANT,Wed Aug 14 09:29:34 +0000 2019,@AutoRetail Thanks for sharing! More insight into the state of the automotive industry in our latest report: https://t.co/61LUEcKY7t https://t.co/61LUEcKY7t,en,Accenture
DT,Tue Aug 13 19:00:21 +0000 2019,How are we helping @CarnivalPLC reinvent cruising for @PrincessCruises? By connecting every guest to a personalized experience: https://t.co/Wn45yjDSFb #LivingBusiness #OceanMedallion https://t.co/8vWgaaLJxB,en,Accenture
IRRELEVANT,Tue Aug 13 13:00:07 +0000 2019,"Our CMCO @AmyFuller joins @Digiday’s @shareenpathak to talk talent, the long life of the PDF and banning business jargon. 🎧 Listen here: https://t.co/x9Yts7uE0M https://t.co/wqz0jK30rF",en,Accenture
IRRELEVANT,Mon Aug 12 19:00:01 +0000 2019,"In the latest episode of the @AccentureDock podcast, our team talks about the #SmartHome and why—despite the variety of available gadgets—our homes largely remain tech-free: https://t.co/M6JjUf4K5i 🎧 https://t.co/ebd2opIaMS",en,Accenture
AI/ML,Mon Aug 12 12:00:38 +0000 2019,"#AI offers the opportunity to reskill &amp; reposition jobs, not replace them. Our in-depth guide has more: https://t.co/laP0MXsRb1 #aiExplained https://t.co/Hyxy1Xx7p3",en,Accenture
AI/ML,Mon Aug 12 10:46:05 +0000 2019,RT @AccentureAI: Having a hard time wrapping your head around #AI? Learn about various new technologies and how they can be used to change…,en,Accenture
AI/ML,Fri Aug 09 19:01:00 +0000 2019,At the Dock—our innovation hub in Dublin—the Accenture Labs team experiments with new AI solutions to tackle today's challenges. Take a look inside. https://t.co/eQoNEDrD0d https://t.co/2fVtMlLp1k,en,Accenture
AI/ML,Fri Aug 09 12:00:01 +0000 2019,Read how we're helping @Coles revamp their operations and improve their customers' shopping experience with #AppliedIntelligence: https://t.co/KVQyuBLBRK https://t.co/KVQyuBLBRK,en,Accenture
AI/ML,Thu Aug 08 19:00:13 +0000 2019,See how we helped a global #logistics company lower costs by 30% and increase working capital by $100M with our #SynOps solution: https://t.co/AG98mHkzux https://t.co/a3ED0mk6L0,en,Accenture
DT,Thu Aug 08 12:00:22 +0000 2019,How is @CarnivalPLC reinventing the experience on @PrincessCruises? One hyper-personalized guest experience at a time. https://t.co/Wn45yjDSFb #LivingBusiness #OceanMedallion https://t.co/VJuXLcKctA,en,Accenture
AI/ML,Wed Aug 07 19:00:01 +0000 2019,"How can companies balance human and data-led approaches to achieve #CompetitiveAgility? Find the answers in our new report, via @Forbes: https://t.co/M7jmQVy7tV https://t.co/TsDkwPexXg",en,Accenture
AI/ML,Wed Aug 07 12:30:27 +0000 2019,"Check out our in-depth guide to #AI for a better understanding of its game-changing capabilities, economic impacts and more: https://t.co/WdWb17mCmB #aiExplained https://t.co/ZlT3cLBwwq",en,Accenture
AI/ML,Tue Aug 06 19:00:01 +0000 2019,Left-brain analysis + right-brain creativity = #CompetititveAgility. How's the whole-brain approach helping leaders close the skills gap: https://t.co/6WVyJIf4dR https://t.co/bxZZ52q18B,en,Accenture
AI/ML,Tue Aug 06 12:00:21 +0000 2019,"We looked at 10,000 companies across 18 industries to see what state of disruption they were in—and what they could do to leverage it. Here's what we found: https://t.co/ac9r5lwlKd #WisePivot https://t.co/jB8teQjgww",en,Accenture
IRRELEVANT,Mon Aug 05 19:00:28 +0000 2019,A podcast that rocks business as usual: @iamwill and @OmarAbbosh get the details on #5G from @verizon CEO @hansvestberg. New episode out now: https://t.co/y6AtSw9OBN #WisePivot https://t.co/HHfvDS9K7S,en,Accenture
DT,Mon Aug 05 12:00:01 +0000 2019,The secret to innovation? Your workplace culture. We collaborated with @FastCompany to identify the world’s best workplaces for innovation-hungry employees. Join us in congratulating the Best Workplaces for Innovators. https://t.co/GHFfej01Cl #FCBestWorkplaces https://t.co/V96WjkU5An,en,Accenture
IRRELEVANT,Fri Aug 02 19:00:27 +0000 2019,How disrupted is your industry—and how do you use that to your benefit? Our new report explains: https://t.co/n0gV5pRl7c #WisePivot https://t.co/anM7K2AdZw,en,Accenture
IRRELEVANT,Fri Aug 02 13:01:13 +0000 2019,What's it like inside Accenture Labs? Join Rachel for a look around our cybersecurity-focused D.C. Cyber Fusion Center. https://t.co/8g9muV8uFU https://t.co/SAlelr6EYC,en,Accenture
IRRELEVANT,Fri Aug 02 09:35:19 +0000 2019,"We know what it's like to make a strategic #WisePivot—not only do we counsel our clients, but we did it ourselves. Congrats to our @omarabbosh @PaulNunes and 
@larrydownes for being recognized for their work. Read more: https://t.co/brUwPKy9ur #Thinkers50 https://t.co/g12KGM4n2b",en,Accenture
AI/ML,Thu Aug 01 19:44:58 +0000 2019,RT @AccentureAI: What’s your data’s destiny? Find out how to unlock powerful analytical insights and anticipate future opportunities by tap…,en,Accenture
DT,Thu Aug 01 19:00:00 +0000 2019,"In the past, technology supported business—now it equals business. Our @Sandervtn writes how leaders must invest at scale to transform their core businesses and perform a #WisePivot: https://t.co/AOK5yCUSgE https://t.co/AOK5yCUSgE",en,Accenture
IRRELEVANT,Thu Aug 01 13:00:36 +0000 2019,How are we helping @CarnivalPLC reinvent the cruise experience? Step 1: the #OceanMedallion. https://t.co/XqNqRKUS2M #LivingBusiness https://t.co/FBAl8E6hRG,en,Accenture
AI/ML,Wed Jul 31 19:00:00 +0000 2019,Nearly a third of CMOs are leading investments in new marketing technologies like #AI. Here's how the CMO role is changing: https://t.co/r6uKCPvPAX #CMOInsights,en,Accenture
IRRELEVANT,Wed Jul 31 13:29:25 +0000 2019,"@_workingmother_ Thank you, we believe that a diverse workforce is a more powerful workforce. More info about our inclusion &amp; diversity commitment: https://t.co/PaErITdNan https://t.co/PaErITdNan",en,Accenture
IRRELEVANT,Wed Jul 31 13:00:00 +0000 2019,The #SmartHome should make our lives easier and safer—but it's stuck in concept mode. Our @francishinterma &amp;  @RyanShanks5 outline a new approach via @HarvardBiz: https://t.co/8Pttw77JjI https://t.co/8Pttw77JjI,en,Accenture
IRRELEVANT,Wed Jul 31 11:06:26 +0000 2019,@jc46202 Thank you for sharing. #InclusionStartsWithI,en,Accenture
DT,Tue Jul 30 19:00:00 +0000 2019,"""Innovation and continuous reinvention are indispensable for companies to survive and thrive.""—our CTIO @pauldaugh shares insights from our company-wide program: https://t.co/PCRjDRLcxv https://t.co/PCRjDRLcxv",en,Accenture
AI/ML,Tue Jul 30 13:00:20 +0000 2019,Learn how #ResponsibleAI can help organizations avoid potential fairness and ethical bias. See more: https://t.co/40ktNYi9FO #AppliedIntelligence https://t.co/LRGo9BWnLK,en,Accenture
DT,Tue Jul 30 10:07:10 +0000 2019,"RT @fjord: Need to get your eyesight tested? LooC™ no further! We designed an app that helps you check your vision anytime, anywhere. https…",en,Accenture
IRRELEVANT,Mon Jul 29 19:00:35 +0000 2019,"Don't miss @hansvestberg, CEO of @Verizon, in a candid chat with @iamwill and @omarabbosh. Check out episode 3 of the ""Pivot to the Future"" podcast: https://t.co/QhnT2XzCeW #WisePivot https://t.co/PUVTzbWrH6",en,Accenture
IRRELEVANT,Mon Jul 29 13:00:01 +0000 2019,We're helping @Coles revamp their operations and improve their customers' shopping experience with #AppliedIntelligence: https://t.co/A1Xl2O9qu1 https://t.co/A1Xl2O9qu1,en,Accenture
IRRELEVANT,Mon Jul 29 11:07:29 +0000 2019,@joeoptions Thanks for sharing!,en,Accenture
IRRELEVANT,Mon Jul 29 10:26:00 +0000 2019,@WomenWhoCode 👀⏲️🎫,und,Accenture
IRRELEVANT,Mon Jul 29 10:22:02 +0000 2019,"@JohnRDallasJr Thank you, we're glad you found our report useful!",en,Accenture
DT,Fri Jul 26 19:00:13 +0000 2019,From cost control into revenue growth—here’s how supply chain &amp; operations are changing focus to become an unexpected business driver: https://t.co/1IlBauKcxL https://t.co/6YyXhXPxQh,en,Accenture
DT,Fri Jul 26 12:30:00 +0000 2019,What's the best way for companies to shift strategies when under pressure from disruption? Our @GeneReznik shares via @Siliconrepublic: https://t.co/S6yXbd8IRI https://t.co/S6yXbd8IRI,en,Accenture
IRRELEVANT,Fri Jul 26 10:12:27 +0000 2019,@antgrasso Thanks for sharing!,en,Accenture
IRRELEVANT,Fri Jul 26 10:10:28 +0000 2019,@Chancellor_Juan Congratulations and thanks for lending us your skills and smarts! 🙂,en,Accenture
AI/ML,Thu Jul 25 21:20:49 +0000 2019,RT @AccentureAI: Embracing newer #AI capabilities such as NLP can help reduce costs by 30 percent—and improve total customer experience and…,en,Accenture
DT,Thu Jul 25 18:22:51 +0000 2019,RT @AmyFuller: When your office is a cruise ship 😎 Love this @Accenture Instagram story about the talent and team behind @CarnivalCorp’s in…,en,Accenture
DT,Thu Jul 25 13:00:01 +0000 2019,A museum experience that's unique for every visitor—here's how we’re helping @MuseeLouvre enhance their visitors' experiences: https://t.co/kXIyLHSYMX https://t.co/kXIyLHSYMX,en,Accenture
IRRELEVANT,Thu Jul 25 09:46:00 +0000 2019,@ConnectedWMag And consequently $41 trillion in enterprise value is already exposed to disruption today. More insights in our report: https://t.co/ynE4VTFrHx. Thanks for sharing.,en,Accenture
IRRELEVANT,Thu Jul 25 09:36:37 +0000 2019,@GlennWatsonDoJo Thanks for sharing! You can read more about the #WisePivot in our report: https://t.co/ks6Q4woZHZ https://t.co/ks6Q4woZHZ,en,Accenture
IRRELEVANT,Thu Jul 25 09:33:15 +0000 2019,@mandomando 👍 📖 Enjoy!,en,Accenture
IRRELEVANT,Thu Jul 25 09:25:19 +0000 2019,@DRichardsRDW Thanks! We're really excited about this partnership.,en,Accenture
IRRELEVANT,Thu Jul 25 09:17:25 +0000 2019,@Fitzgerald_JM Thanks for sharing—you might also enjoy our new podcast where Omar Abbosh and https://t.co/h2v87Fw7iQ explore the concept of the #WisePivot in face of disruption: https://t.co/Gzwy2G37aO https://t.co/Gzwy2G37aO,en,Accenture
IRRELEVANT,Thu Jul 25 09:11:42 +0000 2019,"@josepfigols Thanks for sharing, full report available here: https://t.co/svAii7H2t6 https://t.co/svAii7H2t6",en,Accenture
IRRELEVANT,Thu Jul 25 08:48:55 +0000 2019,@DanielCFarrell 🙌 One of our favorite #AccentureSpaces!,en,Accenture
DT,Wed Jul 24 19:30:09 +0000 2019,More than half of CFOs say they're eager to learn new digital skills—priming them to help lead their company's future: https://t.co/hZPR4mzz0f #CFOReimagined https://t.co/eO4xp7i0ba,en,Accenture
IRRELEVANT,Wed Jul 24 13:00:01 +0000 2019,"We looked at 10,000 companies across 18 industries to see what state of disruption they were in—and what they could do to leverage it. Here's what we found: https://t.co/cUQENoMo0m #WisePivot https://t.co/zb6CeV1ppW",en,Accenture
IRRELEVANT,Wed Jul 24 09:21:31 +0000 2019,@adrianday1 Great question. An example of a #WisePivot would be Google becoming Alphabet. You can find answers and more examples in our new podcast: https://t.co/QS3EbeDo70 https://t.co/QS3EbeDo70,en,Accenture
IRRELEVANT,Wed Jul 24 09:13:00 +0000 2019,@StefanReidy Thanks for sharing! 🙂 Full report here: https://t.co/hblVGB2UWh https://t.co/hblVGB2UWh,en,Accenture
IRRELEVANT,Wed Jul 24 08:49:56 +0000 2019,"@HelloRakesh Thanks for asking! We think there's a way to change the existing supply chain model into a ""circular "" one, and we're accelerating our work to bring partners together to apply it. Read more: https://t.co/arBhizMy0j https://t.co/arBhizMy0j",en,Accenture
IRRELEVANT,Wed Jul 24 08:41:32 +0000 2019,"@CNHarder Thank you, we're glad you enjoyed it! 🙂",en,Accenture
DT,Tue Jul 23 20:00:18 +0000 2019,Supply chain &amp; operations are usually known for focusing on cost efficiency—but now they’re powering business growth. How? Our new report explains: https://t.co/jOsbjb9sIq https://t.co/Tz9efASUaT,en,Accenture
AI/ML,Tue Jul 23 12:00:20 +0000 2019,"#AppliedIntelligence is our way of taking #AI, analytics, and automation—and making them all work in harmony to solve clients’ most complex business problems. Learn more: https://t.co/9vwU4dS0K7 https://t.co/ZbNT3cBNhh",en,Accenture
IRRELEVANT,Tue Jul 23 09:37:15 +0000 2019,@LeukertB Thanks for sharing! 🙂🛂✈️,en,Accenture
IRRELEVANT,Tue Jul 23 08:34:53 +0000 2019,@brandlearning Thanks! 🙂,en,Accenture
DT,Mon Jul 22 19:00:26 +0000 2019,How will technology save the planet? Schneider Electric Chairman &amp; CEO @jptricoire discusses with @iamwill and @omarabbosh. https://t.co/pq9h0dysLJ #WisePivot https://t.co/EeGddPkvtz,en,Accenture
AI/ML,Mon Jul 22 06:00:39 +0000 2019,"See how we're helping triathletes train with the help of #AI. Find out more about the #AthleteGenome, developed with @BritTri: https://t.co/9c3ZXpp68g https://t.co/R52ikZiEqR",en,Accenture
IRRELEVANT,Fri Jul 19 17:45:20 +0000 2019,RT @salesforce: Raise your hand if you bring your whole self to work. 🙋‍♀️🙋‍♂️ Salesforce's @tony_prophet and @Accenture's @NellieBor share…,en,Accenture
DT,Fri Jul 19 17:00:21 +0000 2019,Just one in five companies have shifted their supply chain &amp; operations into growth drivers. Where do you fall in the pack? Find out: https://t.co/X0RST0KCsU https://t.co/U3Et38XSHN,en,Accenture
IRRELEVANT,Fri Jul 19 12:00:08 +0000 2019,There's a new cohort of CMOs who are shaking up marketing—and delivering new business growth because of it. More info in our new report: https://t.co/0DBXGAjZDN #CMOInsights https://t.co/xMmJjkcBgZ,en,Accenture
IRRELEVANT,Thu Jul 18 21:23:30 +0000 2019,"RT @Accenture_US: Accenture is excited to announce Jimmy Etheredge as our next group chief executive, North America, effective Sept. 1. Jim…",en,Accenture
AI/ML,Thu Jul 18 19:00:33 +0000 2019,Curious to see how #AI is already changing the way we work and live? Learn more in our new #aiExplained guide: https://t.co/hth36OrW5d https://t.co/7Pi59Yu8Fv,en,Accenture
DT,Thu Jul 18 12:00:01 +0000 2019,"Computational power is accelerating to a new level, helping companies rethink challenging problems and explore new solutions—read how: https://t.co/AZk6ZuslSe #QuantumComputing https://t.co/bfBx0I8C1J",en,Accenture
IRRELEVANT,Thu Jul 18 10:07:07 +0000 2019,"RT @AccentureRSRCH: Listen in as @omarabbosh and @iamwill discuss how to have the courage to make a #WisePivot in their new podcast. 

Down…",en,Accenture
AI/ML,Wed Jul 17 11:00:13 +0000 2019,How can #SynOps—our human-machine operating engine—help provide better customer service at lower cost? Read our case study: https://t.co/QQFordGiak https://t.co/aH5zsrI5YS,en,Accenture
IRRELEVANT,Wed Jul 17 06:30:07 +0000 2019,What's a #WisePivot? How can you use industry disruption to your advantage? Our latest report explains: https://t.co/n3yHITqpXm https://t.co/OFrBWMib3f,en,Accenture
AI/ML,Tue Jul 16 21:07:05 +0000 2019,We believe that collaboration between humans + machines will reimagine work in the age of #AI. Congrats to our @pauldaugh &amp; @hjameswilson for being recognized for their thought leadership on the subject. More info: https://t.co/fKfXmhWLFv  #HplusM #Thinkers50 https://t.co/Kcime5Q4kw,en,Accenture
DT,Tue Jul 16 19:00:01 +0000 2019,"How do we connect with and engage our 460,000+ employees around the world using digital tools? Our CIO @andrewxwilson explains: https://t.co/EMNYNrcaQO https://t.co/EMNYNrcaQO",en,Accenture
IRRELEVANT,Tue Jul 16 12:00:02 +0000 2019,What makes a pivot in business strategy wise? Striking the right balance between your core business and new growth opportunities. Read more via @Consultancy_za: https://t.co/3aqweYHMiM #WisePivot https://t.co/e1ykVC9SuS,en,Accenture
AI/ML,Mon Jul 15 19:00:01 +0000 2019,"As existing architecture begins to hit its limits, how can enterprises meet their needs for more computational power? Our new report digs in: https://t.co/ykw1wvGQoF https://t.co/jGBjitg3Qi",en,Accenture
AI/ML,Mon Jul 15 11:00:20 +0000 2019,Teaching machines to change and adapt at speed and scale? Now that's smart. Learn about intelligent automation in this short video. Discover more: https://t.co/IjDyip55cb #AppliedIntelligence https://t.co/27BrMxIh1c,en,Accenture
AI/ML,Fri Jul 12 13:58:14 +0000 2019,RT @AccentureAI: How do computers “see”? Learn how AI technologies like computer vision work and how they extend human capabilities to deli…,en,Accenture
DT,Fri Jul 12 12:30:00 +0000 2019,Our latest patent paves the way for greater adoption of #QuantumComputing by making it easier to collaborate with existing technology. More via @SiliconANGLE: https://t.co/ebuECf5pp3 https://t.co/ebuECf5pp3,en,Accenture
DT,Fri Jul 12 10:12:15 +0000 2019,See how we helped a global #logistics company lower costs by 30% and increase working capital by $100M with our #SynOps solution: https://t.co/7qjKDPkVSQ https://t.co/QAUIN6iGnQ,en,Accenture
IRRELEVANT,Thu Jul 11 20:43:37 +0000 2019,"Accenture is thrilled to announce Julie Sweet as our next chief executive officer, effective September 1, 2019. Julie, along with our incredibly talented people around the world, will lead Accenture into our next phase of growth and market leadership. https://t.co/jJqhc5itrT https://t.co/l2Dl3QAfzi",en,Accenture
AI/ML,Thu Jul 11 16:06:28 +0000 2019,"As #AI capabilities rise, so do questions on how to do use it ethically. Here are 4 key steps, via @wef: https://t.co/q0p1fVLnLx #ResponsibleAI https://t.co/1jttA8cDPg",en,Accenture
IRRELEVANT,Thu Jul 11 09:52:03 +0000 2019,@IoTClan You can also read more about out #IndustryX0 approach here: https://t.co/6LjDJjXgOu https://t.co/6LjDJjXgOu,en,Accenture
DT,Wed Jul 10 19:00:17 +0000 2019,How can new tech improve the quality of life for older citizens? We helped create a solution—take a look. https://t.co/vo2vs5IiWO #SocialInnovators https://t.co/L1045oJHxP,en,Accenture
AI/ML,Wed Jul 10 11:02:04 +0000 2019,An always-on world requires a new type of customer service. Here's how #AI is reinventing the customer experience: https://t.co/cVms6MKysI #AppliedIntelligence #CX,en,Accenture
AI/ML,Tue Jul 09 19:00:00 +0000 2019,Connecting business ecosystems can increase #cybersecurity risks. How to combat threats collaboratively? Our @mjbiltz shares via @ITChannelTT: https://t.co/9ysMxZpkb4 https://t.co/9ysMxZpkb4,en,Accenture
IRRELEVANT,Tue Jul 09 13:27:02 +0000 2019,RT @AccentureRSRCH: Listen in as @iamwill and @omarabbosh speak with @SchneiderElec Chairman &amp; CEO Jean-Pascal Tricoire on how to have the…,en,Accenture
AI/ML,Tue Jul 09 13:00:20 +0000 2019,Deep learning doesn't have to feel like a puzzle. See how it can be used to solve the most complex problems in this short video. More here: https://t.co/Kbh9dwFx1V #AppliedIntelligence https://t.co/UwcQEysfrA,en,Accenture
IRRELEVANT,Tue Jul 09 12:03:47 +0000 2019,@sheffielduni @GregClarkMP @TheAMRC @RollsRoyce @HVM_Catapult Thanks for sharing! You can read more about our #IndustryX0 approach here: https://t.co/ckcKPbyzl5 https://t.co/ckcKPbyzl5,en,Accenture
IRRELEVANT,Mon Jul 08 19:00:49 +0000 2019,What are the 4 ways to start an innovation pivot? Our new Disruptability Index report digs in: https://t.co/PEy1YQaNiE #WisePivot https://t.co/zn0TSTFGd8,en,Accenture
IRRELEVANT,Mon Jul 08 11:00:11 +0000 2019,"Our new report shows that while business leaders are left brain-dominant, a whole-brain approach is key to business success. More via @Forbes: https://t.co/0baxG9T4gt #CompetititveAgility https://t.co/sprL5aINuf",en,Accenture
AI/ML,Fri Jul 05 07:50:52 +0000 2019,"RT @AccentureAI: Discover how automation can go beyond efficiency and enable your business to lead in the new, adapt to change, and self-ev…",en,Accenture
AI/ML,Fri Jul 05 06:00:19 +0000 2019,"What can a trip to the hairdresser teach us about natural language processing? Watch our video to find out, and learn more about #AI here: https://t.co/RnAlkBYT6N #AppliedIntelligence https://t.co/9i7vERdrui",en,Accenture
DT,Thu Jul 04 04:51:25 +0000 2019,Embrace disruption to win. Our new Disruptability Index report explains how: https://t.co/L7eWAkViEP #WisePivot https://t.co/Pxy8RYyH0D,en,Accenture
DT,Wed Jul 03 15:32:48 +0000 2019,"How do you transform a company and save the planet at the same time? Hear the story of @SchneiderElec with @iamwill and @OmarAbbosh on the ""Pivot to the Future"" podcast.

Download and listen today: https://t.co/0BvfFDvYBu #WisePivot https://t.co/L4swun9tNd",en,Accenture
IRRELEVANT,Wed Jul 03 11:00:09 +0000 2019,"Why belonging matters: Our @sandervtn outlines how the sense of values, purpose and meritocratic principles helps drive innovation and growth. https://t.co/ZLigq8u9Bj https://t.co/UOjwvTYsQb",en,Accenture
IRRELEVANT,Tue Jul 02 19:00:24 +0000 2019,When and how to take a corporate stand on public issues? Our CMCO @AmyFuller shares her thoughts: https://t.co/2TgI7n96tQ https://t.co/LUV11YVKKI,en,Accenture
AI/ML,Tue Jul 02 16:01:51 +0000 2019,RT @Accenture_US: We know being inclusive is not only the right thing to do — it builds better companies. We’re proud to join @HRC and over…,en,Accenture
IRRELEVANT,Tue Jul 02 11:02:08 +0000 2019,"In the latest episode of the @AccentureDock podcast, our team talks about the #SmartHome and why—despite the variety of available gadgets—our homes largely remain tech-free: https://t.co/Exo0rn4nD1 🎧 https://t.co/puUakrXt7I",en,Accenture
IRRELEVANT,Mon Jul 01 17:33:06 +0000 2019,"RT @fjord: #Pride is about being unapologetically true to who you are, kind and open to people. Our #FjordSF studio has created a Pride por…",en,Accenture
IRRELEVANT,Fri Jun 28 19:00:12 +0000 2019,"""You can't just change policies—you have to change behavior."" Our @Sandervtn shares how to create a culture of equality where all employees can thrive: https://t.co/jqBEseKZ1z #PrideAtAccenture #PrideMonth",en,Accenture
IRRELEVANT,Fri Jun 28 14:39:29 +0000 2019,"We looked at 10,000 companies across 18  industries to see what state of disruption they were in—and what they could do to leverage it. Here's what we found: https://t.co/3nTl64hjSS #WisePivot https://t.co/ENXZzt1x2f",en,Accenture
DT,Thu Jun 27 19:00:19 +0000 2019,"Our #SynOps engine helps organizations transform business operations by orchestrating data analytics, human talent and #AI. See how: https://t.co/IaZOap7nod https://t.co/OSFHiwtrBl",en,Accenture
IRRELEVANT,Thu Jun 27 13:27:54 +0000 2019,@ralph_ohr Thank you for sharing!,en,Accenture
IRRELEVANT,Thu Jun 27 13:25:02 +0000 2019,@AdiGaskell Thanks for sharing!,en,Accenture
IRRELEVANT,Thu Jun 27 13:09:23 +0000 2019,"RT @AmyFuller: Pleased to announce @Accenture’s strong Q3 FY2019 financial results: With increased revenues and strong profitability, we’ve…",en,Accenture
IRRELEVANT,Thu Jun 27 09:21:36 +0000 2019,@jspeedymorris22 @ambermac @BrentChaters Great! Happy to hear you enjoyed it—you may also like our research on how the role of the CMO is changing. ⬇️ https://t.co/14gSBtga6O,en,Accenture
IRRELEVANT,Wed Jun 26 19:10:07 +0000 2019,Businesses are evolving and customers' expectations changing at an incredible speed. How do you stay ahead? Our new #MarketingDisrupted podcast from @ambermac and @BrentChaters has answers: https://t.co/OmbLS3yad8 https://t.co/zzujpsYAB8,en,Accenture
IRRELEVANT,Wed Jun 26 13:00:39 +0000 2019,How disrupted is your industry—and how do you use that to your benefit? Our new report explains: https://t.co/BD0bsPHXF1 #WisePivot https://t.co/oXAY65M4J4,en,Accenture
IRRELEVANT,Tue Jun 25 23:03:17 +0000 2019,"RT @AccentureACTIVE: With the sun now set on this year's #CannesLions International Festival of Creativity, we're providing delegates with…",en,Accenture
DT,Tue Jun 25 11:32:05 +0000 2019,"We're working with @Canada, the Dutch Government, and @KLM to develop a #blockchain-based Known Traveller Digital Identity system to improve efficiency and customer experience. Read more via @cointelegraph: https://t.co/NPZS1XcWN1 https://t.co/HbbqR0o9Oc",en,Accenture
DT,Mon Jun 24 19:00:22 +0000 2019,You could use a crystal ball to look into the future—we'd recommend predictive analytics. See how it works in this short video and learn more here: https://t.co/DTdAHSqblu #AppliedIntelligence https://t.co/QelwgHsMWI,en,Accenture
IRRELEVANT,Mon Jun 24 09:10:04 +0000 2019,What's a great example of a #WisePivot? Google becoming Alphabet. Listen to @iamwill and our @omarabbosh discuss more in their new podcast: https://t.co/ygtQHBFWHU 🎧 https://t.co/AL0VBMzQ8K,en,Accenture
AI/ML,Fri Jun 21 19:30:10 +0000 2019,How to reskill and empower the #FutureWorkforce to benefit fully from what #AI can offer? Find out more via @WiredUK: https://t.co/zmS3kqdjXx https://t.co/e24tNLb4ZH,en,Accenture
IRRELEVANT,Fri Jun 21 15:53:47 +0000 2019,Our new #MarketingDisrupted podcast co-hosted by @brentchaters &amp; @ambermac takes you inside the minds of some of the world’s most successful marketers. Listen in: https://t.co/aCinIa92Qi 🎧 https://t.co/LOSw7cXyHe,en,Accenture
IRRELEVANT,Fri Jun 21 10:12:31 +0000 2019,"@SylSaller Thanks for sharing, we're glad you enjoyed it! 🙂",en,Accenture
AI/ML,Fri Jun 21 10:06:32 +0000 2019,RT @wef: 4 steps to developing responsible AI https://t.co/ZH0ENWIyB7 @accenture #amnc19 https://t.co/PPrfKb2YTr,en,Accenture
IRRELEVANT,Thu Jun 20 21:30:10 +0000 2019,Thank you to @AmyFuller for demonstrating how to marry innovation and inclusion in everything we do. Congrats on being recognized on the @Forbes World’s Most #InfluentialCMOs list. https://t.co/I8DFfSeQfp https://t.co/rPpqRAj1Xv,en,Accenture
IRRELEVANT,Thu Jun 20 20:23:03 +0000 2019,"RT @AccentureACTIVE: Watch as our creatives discuss brands’ transformational storytelling: from building the story into the product itself,…",en,Accenture
DT,Thu Jun 20 19:05:31 +0000 2019,"How is extended reality changing the way we work, live and play? Our report outlines new ways to use #XR: https://t.co/8Fu8kHjzUy #ResponsibleBusiness https://t.co/RhW2HCso1Y",en,Accenture
DT,Wed Jun 19 20:02:01 +0000 2019,"Proud to become an @Airbus #Skywise partner and help accelerate aviation through data-driven transformation. 

Find out more: https://t.co/EgjodNa4hn ✈️ https://t.co/FOVuvT1XWj",en,Accenture
DT,Wed Jun 19 19:02:12 +0000 2019,How are we helping @CarnivalPLC scale made-for-me experiences on Princess Cruises for thousands of guests at a time? Watch and see. https://t.co/rg6pjC1dmr #LivingBusiness #OceanMedallion https://t.co/zfusVLrKaC,en,Accenture
IRRELEVANT,Wed Jun 19 13:56:26 +0000 2019,"RT @AccentureDock: In this episode we dig into new research on the #SmartHome and its surprising conclusions about why, despite a huge amou…",en,Accenture
IRRELEVANT,Wed Jun 19 10:08:44 +0000 2019,@Zendesk @jpuleri @ZendeskRelate Thanks for sharing!,en,Accenture
"AI/ML, ACQ",Wed Jun 19 09:58:23 +0000 2019,"RT @AccentureACTIVE: We brought together our own Brian Whipple and @ddroga at #CannesLions to discuss this year's notable acquisition, incl…",en,Accenture
DT,Tue Jun 18 19:00:16 +0000 2019,How can companies balance human and data-led approaches to achieve #CompetitiveAgility? Find the answers in our new report: https://t.co/mT2UmbGVP6 https://t.co/fTfI9p4FFs,en,Accenture
AI/ML,Tue Jun 18 12:00:21 +0000 2019,In the dark when it comes to dark data? We hope this 60-second video can shed some light. Learn more about #AI: https://t.co/BOgHPVf8lt #AppliedIntelligence https://t.co/z5asan6vLg,en,Accenture
DT,Mon Jun 17 13:00:15 +0000 2019,How to solve the tensions that emerge when technology and privacy come together in the #SmartHome? A new report from @AccentureDock finds three key answers: https://t.co/HWwu6kmU78 https://t.co/tuUBLEhXLU,en,Accenture
DT,Mon Jun 17 12:14:50 +0000 2019,RT @AccentureACTIVE: Learn how we upgraded @RadissonHotel’s customer experience by building an entirely new digital platform while optimizi…,en,Accenture
AI/ML,Mon Jun 17 06:00:10 +0000 2019,"#AI is creating new roles, giving automated tasks to machines and more advanced work to humans. One of our own reskilling programs shows how: https://t.co/5AZz1F5gLG #HplusM",en,Accenture
DT,Fri Jun 14 19:05:00 +0000 2019,How are we helping @CarnivalPLC reinvent the cruise experience on Princess Cruises? Take a look. https://t.co/pFqJ4Wiagf #LivingBusiness #OceanMedallion https://t.co/fbYZyE97rk,en,Accenture
DT,Fri Jun 14 14:10:56 +0000 2019,RT @AccentureACTIVE: From attendees to clients—this year at #CannesLions we’re all about reinventing experiences. Find out more: https://t.…,en,Accenture
